utt_id,text,category,h,s,b,dimmer,tag
886,너무 피곤하니 부드럽게 해줘,tired,141,59,48,38,tired
887,기분이 상쾌해 밝게 해줘,happy,207,41,85,83,happy
888,지쳐서 은은하게,tired,118,54,31,73,tired
889,피곤해 불 꺼줘,sleepy,134,28,72,29,sleepy
890,화가 나서 강렬하게,angry,166,100,88,72,angry
891,즐거우니 불을 환하게,happy,249,92,80,90,happy
892,따뜻한 느낌으로 편안하게,warm,196,74,46,55,warm
893,힘차게 켜줘,energetic,319,44,62,34,energetic
894,화가 나서 강렬하게,angry,238,96,81,54,angry
895,분노가 치밀어 붉게,angry,255,48,29,58,angry
896,좀 차갑게 집중할 수 있게,focused,168,63,93,80,focused
897,짜증나니까 빨갛게 바꿔,angry,95,71,30,68,angry
898,따뜻한 느낌으로 편안하게,warm,234,100,27,38,warm
899,오늘 기분이 너무 좋아 환하게 켜줘,happy,183,40,81,89,happy
900,집중 모드로 선명하게,focused,251,20,28,77,focused
901,오늘 기분이 너무 좋아 환하게 켜줘,happy,77,78,78,58,happy
902,마음이 답답하고 우울해,sad,285,59,75,87,sad
903,지쳐서 은은하게,tired,150,87,75,62,tired
904,너무 졸려 불 조금만 줄여줘,sleepy,53,32,60,30,sleepy
905,집중 모드로 선명하게,focused,276,36,78,83,focused
906,오늘은 좀 슬퍼 차갑게,sad,146,62,60,90,sad
907,힘차게 켜줘,energetic,333,88,49,67,energetic
908,피곤하니 잔잔한 빛으로,tired,9,24,22,29,tired
909,낭만적인 분위기로 보라색 켜줘,romantic,2,85,67,78,romantic
910,낭만적인 분위기로 보라색 켜줘,romantic,141,88,63,23,romantic
911,로맨틱하게 은은하게,romantic,315,42,64,100,romantic
912,은은하고 따뜻하게,warm,293,36,43,84,warm
913,화가 나서 강렬하게,angry,232,28,93,81,angry
914,화가 나서 강렬하게,angry,245,21,82,35,angry
915,집중 모드로 선명하게,focused,110,74,97,55,focused
916,낭만적인 분위기로 보라색 켜줘,romantic,122,60,55,45,romantic
917,짜증나니까 빨갛게 바꿔,angry,207,75,69,56,angry
918,차갑고 선명한 빛으로,focused,312,64,85,89,focused
919,즐거우니 불을 환하게,happy,231,66,54,68,happy
920,포근하게 해줘,warm,222,82,97,23,warm
921,낭만적인 분위기로 보라색 켜줘,romantic,218,81,67,68,romantic
922,짜증나니까 빨갛게 바꿔,angry,220,46,56,96,angry
923,고요하게 낮춰줘,calm,349,33,33,24,calm
924,우울하니 파랗게,sad,214,64,89,94,sad
925,고요하게 낮춰줘,calm,107,52,100,42,calm
926,기분이 상쾌해 밝게 해줘,happy,221,54,72,76,happy
927,너무 피곤하니 부드럽게 해줘,tired,129,72,29,94,tired
928,피곤하니 잔잔한 빛으로,tired,279,93,24,92,tired
929,좀 차갑게 집중할 수 있게,focused,38,42,65,93,focused
930,로맨틱하게 은은하게,romantic,82,44,47,28,romantic
931,너무 피곤하니 부드럽게 해줘,tired,22,74,45,67,tired
932,잠 와서 어둡게 해줘,sleepy,309,81,50,59,sleepy
933,좀 차갑게 집중할 수 있게,focused,78,100,30,81,focused
934,고요하게 낮춰줘,calm,225,51,64,67,calm
935,고요하게 낮춰줘,calm,310,62,47,79,calm
936,에너지 넘치게 환하게,energetic,349,31,54,44,energetic
937,오늘 기분이 너무 좋아 환하게 켜줘,happy,84,47,93,80,happy
938,집중 모드로 선명하게,focused,111,62,89,68,focused
939,지쳐서 은은하게,tired,112,90,57,89,tired
940,포근하게 해줘,warm,41,89,21,26,warm
941,로맨틱하게 은은하게,romantic,306,59,34,62,romantic
942,피곤해 불 꺼줘,sleepy,300,41,53,38,sleepy
943,화가 나서 강렬하게,angry,281,85,87,60,angry
944,따뜻한 느낌으로 편안하게,warm,199,88,21,55,warm
945,고요하게 낮춰줘,calm,356,95,51,40,calm
946,차갑고 선명한 빛으로,focused,129,82,20,44,focused
947,차갑고 선명한 빛으로,focused,215,32,29,48,focused
948,피곤하니 잔잔한 빛으로,tired,148,88,48,28,tired
949,에너지 넘치게 환하게,energetic,248,65,71,68,energetic
950,좀 차갑게 집중할 수 있게,focused,158,45,53,59,focused
951,지쳐서 은은하게,tired,271,82,50,37,tired
952,오늘은 좀 슬퍼 차갑게,sad,322,37,55,28,sad
953,좀 차갑게 집중할 수 있게,focused,310,71,90,71,focused
954,에너지 넘치게 환하게,energetic,185,30,96,95,energetic
955,고요하게 낮춰줘,calm,344,38,69,53,calm
956,우울하니 파랗게,sad,354,57,51,31,sad
957,잠 와서 어둡게 해줘,sleepy,171,64,66,41,sleepy
958,너무 피곤하니 부드럽게 해줘,tired,82,90,28,27,tired
959,지쳐서 은은하게,tired,265,43,58,77,tired
960,너무 졸려 불 조금만 줄여줘,sleepy,346,99,100,78,sleepy
961,분노가 치밀어 붉게,angry,80,20,37,93,angry
962,고요하게 낮춰줘,calm,234,86,43,35,calm
963,포근하게 해줘,warm,305,33,82,75,warm
964,마음이 답답하고 우울해,sad,218,90,28,93,sad
965,포근하게 해줘,warm,347,21,61,82,warm
966,기분이 상쾌해 밝게 해줘,happy,274,50,25,42,happy
967,화가 나서 강렬하게,angry,250,34,81,54,angry
968,오늘 기분이 너무 좋아 환하게 켜줘,happy,128,41,69,44,happy
969,로맨틱하게 은은하게,romantic,160,26,96,97,romantic
970,고요하게 낮춰줘,calm,334,90,67,33,calm
971,피곤하니 잔잔한 빛으로,tired,83,63,35,59,tired
972,집중 모드로 선명하게,focused,192,89,97,36,focused
973,오늘은 좀 슬퍼 차갑게,sad,94,79,86,39,sad
974,집중 모드로 선명하게,focused,260,95,95,57,focused
975,우울하니 파랗게,sad,151,95,64,37,sad
976,낭만적인 분위기로 보라색 켜줘,romantic,99,61,47,72,romantic
977,오늘 기분이 너무 좋아 환하게 켜줘,happy,270,35,77,90,happy
978,지쳐서 은은하게,tired,119,44,70,21,tired
979,마음이 답답하고 우울해,sad,237,50,65,38,sad
980,오늘은 좀 슬퍼 차갑게,sad,164,68,56,87,sad
981,로맨틱하게 은은하게,romantic,218,93,37,52,romantic
982,우울하니 파랗게,sad,138,35,41,58,sad
983,우울하니 파랗게,sad,308,48,40,69,sad
984,기분이 상쾌해 밝게 해줘,happy,260,21,60,48,happy
985,따뜻한 느낌으로 편안하게,warm,305,98,82,41,warm
986,화가 나서 강렬하게,angry,276,28,51,76,angry
987,피곤하니 잔잔한 빛으로,tired,168,43,35,91,tired
988,활기차게 아침을 시작하고 싶어,energetic,324,29,60,58,energetic
989,좀 차갑게 집중할 수 있게,focused,97,88,42,27,focused
990,너무 졸려 불 조금만 줄여줘,sleepy,126,31,36,70,sleepy
991,좀 차갑게 집중할 수 있게,focused,195,31,38,31,focused
992,즐거우니 불을 환하게,happy,16,81,55,65,happy
993,오늘 기분이 너무 좋아 환하게 켜줘,happy,194,58,28,68,happy
994,활기차게 아침을 시작하고 싶어,energetic,159,97,97,36,energetic
995,로맨틱하게 은은하게,romantic,169,65,59,29,romantic
996,분위기 있게 보라빛으로,romantic,217,76,59,92,romantic
997,낭만적인 분위기로 보라색 켜줘,romantic,63,47,44,82,romantic
998,잠 와서 어둡게 해줘,sleepy,236,32,84,40,sleepy
999,분위기 있게 보라빛으로,romantic,81,23,39,82,romantic
1000,고요하게 낮춰줘,calm,231,78,83,85,calm
