utt_id,text,h,s,b,dimmer,tag
592,가만히 주말 서재에 흐린 머무는 촉촉한 눈가,221,59,33,28,sad
593,오래도록 아침 방에 쌀쌀한 스며드는 팽팽한 의지,89,100,100,91,energetic
594,흐린 저녁 활기찬 리듬 사이로 잔잔한 파도이 감싸는다,15,41,58,58,calm
595,평일 베란다 들뜬 마음 위로 잔잔한 파도이 따르는는 느낌,34,42,56,56,calm
596,비 오는 새벽 감사한 마음 사이로 차분한 마음결이 감싸는다,33,42,55,61,calm
597,주말 작은 방 상쾌한 기분 위로 속삭이는 밤이 맴도는는 느낌,269,97,90,75,romantic
598,포근한 저녁 설레는 느낌 사이로 선명한 생각이 깃드는다,191,82,60,60,focused
599,은근히 아침 작은 방에 포근한 머무는 쫓기는 생각,186,78,52,43,anxious
600,문득 축 처진 기운과 지친 기운이 작은 방에 따르는 포근한 공기,17,51,37,46,tired
601,조용히 밤 작업실에 쌀쌀한 스며드는 속삭이는 밤,283,89,84,64,romantic
602,은근히 잿빛 기분과 메마른 하루이 베란다에 머무는 포근한 공기,209,56,34,52,sad
603,주말 작은 방에 모아지는 집중이 감싸는 리듬,196,78,78,72,focused
604,오래도록 저녁 방에 축축한 머무는 축 처진 기운,45,46,53,43,tired
605,아련히 창가의 잔빛과 잔잔한 안정감이 방에 적시는 흐린 공기,63,39,86,72,natural
606,오래도록 오후 베란다에 쌀쌀한 흘러가는 고요한 호흡,61,69,54,53,calm
607,살며시 새벽 부엌에 쌀쌀한 적시는 느릿한 시간,52,50,41,51,calm
608,낮 거실에 고요한 호흡이 머무는 생각,59,59,40,48,calm
609,저녁 방 무거운 마음 위로 홀로 선 그림자이 적시는는 느낌,223,65,32,26,lonely
610,오후 작업실에 홀로 선 그림자이 적시는 리듬,246,65,42,45,lonely
611,낮 작업실에 고마운 하루이 깃드는 걸음,85,64,91,84,grateful
612,평일 거실 감사한 마음 위로 포개진 감사이 따르는는 느낌,78,74,93,88,grateful
613,아련히 새벽 작업실에 안개 낀 적시는 따뜻한 배려의 흔적,81,77,84,79,grateful
614,밤 거실에 도약하는 기분이 번지는 공기,79,100,100,92,energetic
615,안개 낀 아침 메마른 하루 사이로 가라앉은 표정이 스며드는다,208,69,48,29,sad
616,저녁 베란다에 차분한 마음결이 적시는 생각,22,47,41,50,calm
617,천천히 아침 서재에 포근한 맴도는 선명한 생각,214,86,60,70,focused
618,새벽 서재에 좁아진 호흡이 스며드는 생각,195,78,63,48,anxious
619,흐린 저녁 메마른 하루 사이로 길어진 침묵이 따르는다,210,52,29,41,lonely
620,아련히 주말 거실에 쌀쌀한 따르는 유쾌한 웃음,45,97,89,75,happy
621,주말 방에 나뭇결의 고요이 스며드는 공기,64,37,84,81,natural
622,비 오는 새벽 들뜬 마음 사이로 도약하는 기분이 스며드는다,88,97,98,97,energetic
623,어느새 오후 복도에 쌀쌀한 깃드는 따스한 숨결,22,94,88,65,warm
624,살며시 충만한 미소과 설레는 느낌이 서재에 스며드는 비 오는 공기,96,78,93,89,grateful
625,아침 복도에 보랏빛 감성이 감싸는 걸음,265,100,90,60,romantic
626,살며시 충만한 미소과 고요한 평온이 거실에 스며드는 맑은 공기,109,67,95,87,grateful
627,천천히 축 처진 기운과 따가운 신경이 방에 따르는 바람 부는 공기,36,55,37,42,tired
628,흐린 아침 따가운 신경 사이로 찌릿한 눈가이 깃드는다,8,44,21,40,uncomfortable
629,살며시 새벽 작은 방에 흐린 깃드는 포근한 마음결,19,88,86,64,warm
630,오래도록 햇결 같은 평온과 잔잔한 안정감이 작업실에 번지는 흐린 공기,37,54,87,72,natural
631,포근한 오후 쓸쓸한 생각 사이로 가라앉은 체력이 머무는다,26,52,40,46,tired
632,평일 거실에 은은한 설렘이 번지는 손끝,275,91,94,63,romantic
633,축축한 주말 무거운 마음 사이로 비어 있는 자리이 따르는다,232,53,45,39,lonely
634,가만히 주말 복도에 비 오는 스며드는 뜨거운 숨결,4,97,73,76,angry
635,아련히 잦은 맥박과 쓸쓸한 생각이 베란다에 적시는 쌀쌀한 공기,215,78,50,46,anxious
636,문득 주말 베란다에 비 오는 번지는 속삭이는 밤,279,89,76,75,romantic
637,아련히 평일 작업실에 비 오는 깃드는 창가의 잔빛,39,47,89,72,natural
638,오후 서재에 잔 떨림의 손끝이 깃드는 손끝,188,74,58,49,anxious
639,새벽 거실 가벼운 발걸음 위로 누그러진 긴장이 적시는는 느낌,25,83,78,75,warm
640,천천히 저녁 방에 바람 부는 스며드는 은은한 설렘,283,100,86,76,romantic
641,낮 부엌에 말린 어깨이 깃드는 걸음,22,49,46,40,tired
642,바람 부는 새벽 잔잔한 안정감 사이로 선명한 생각이 적시는다,188,87,66,75,focused
643,살며시 박차는 발걸음과 설레는 느낌이 베란다에 번지는 맑은 공기,89,100,99,96,energetic
644,밤 서재에 소소한 기쁨이 흘러가는 손끝,43,94,96,75,happy
645,안개 낀 평일 무거운 마음 사이로 포개진 졸음이 깃드는다,213,32,22,28,sleepy
646,저녁 복도에 고요한 호흡이 흘러가는 공기,24,67,52,47,calm
647,안개 낀 저녁 활기찬 리듬 사이로 나뭇결의 고요이 흘러가는다,56,38,80,85,natural
648,저녁 서재에 잔 떨림의 손끝이 적시는 걸음,208,75,47,51,anxious
649,아침 작업실 활기찬 리듬 위로 포개진 감사이 감싸는는 느낌,83,63,85,86,grateful
650,새벽 베란다에 따스한 숨결이 깃드는 리듬,45,75,76,57,warm
651,천천히 새벽 베란다에 바람 부는 번지는 박차는 발걸음,89,100,100,98,energetic
652,주말 부엌에 서걱대는 마음이 적시는 시선,26,57,26,33,uncomfortable
653,오후 부엌 고요한 평온 위로 환한 마음이 맴도는는 느낌,79,80,100,86,happy
654,어느새 창가의 잔빛과 고요한 평온이 방에 적시는 쌀쌀한 공기,61,48,82,75,natural
655,안개 낀 평일 활기찬 리듬 사이로 소소한 기쁨이 머무는다,72,81,90,79,happy
656,오래도록 잔 떨림의 손끝과 무거운 마음이 복도에 맴도는 맑은 공기,202,68,53,42,anxious
657,아련히 주말 부엌에 축축한 적시는 창가의 잔빛,46,38,82,79,natural
658,밤 서재에 묵직한 하루이 적시는 리듬,29,47,45,48,tired
659,문득 낮 서재에 비 오는 흘러가는 늘어진 하품,219,45,29,20,sleepy
660,문득 밤 복도에 축축한 번지는 늘어진 하품,208,44,32,31,sleepy
661,저녁 작은 방에 환한 마음이 번지는 맥박,45,91,95,77,happy
662,어느새 박차는 발걸음과 들뜬 마음이 작업실에 머무는 바람 부는 공기,74,100,96,93,energetic
663,흐린 평일 메마른 하루 사이로 서걱대는 마음이 스며드는다,12,57,32,33,uncomfortable
664,축축한 주말 메마른 하루 사이로 잿빛 기분이 깃드는다,221,69,35,39,sad
665,주말 작업실에 축 처진 기운이 스며드는 시선,21,44,41,46,tired
666,천천히 환한 마음과 감사한 마음이 서재에 스며드는 흐린 공기,71,100,89,86,happy
667,평일 작업실 들뜬 마음 위로 선명한 생각이 깃드는는 느낌,187,86,62,67,focused
668,천천히 묵직한 하루과 메마른 하루이 서재에 흘러가는 맑은 공기,20,42,40,30,tired
669,새벽 작은 방에 잔 떨림의 손끝이 따르는 걸음,220,67,52,59,anxious
670,비 오는 아침 지친 기운 사이로 가라앉은 표정이 감싸는다,211,59,50,48,sad
671,흐린 평일 지친 기운 사이로 뜨거운 숨결이 스며드는다,6,99,81,80,angry
672,아침 부엌에 좁아진 호흡이 깃드는 발자국,202,65,64,48,anxious
673,문득 새벽 작업실에 맑은 맴도는 환한 마음,43,97,98,87,happy
674,아련히 누그러진 긴장과 잔잔한 안정감이 복도에 번지는 바람 부는 공기,15,80,85,69,warm
675,저녁 복도 지친 기운 위로 말린 어깨이 감싸는는 느낌,27,42,40,42,tired
676,새벽 부엌에 고요한 호흡이 적시는 리듬,48,47,51,48,calm
677,축축한 평일 고요한 평온 사이로 달콤한 온기이 맴도는다,282,99,89,72,romantic
678,문득 오후 서재에 포근한 깃드는 탄력 있는 리듬,53,98,99,94,energetic
679,바람 부는 밤 쓸쓸한 생각 사이로 말린 어깨이 깃드는다,11,55,50,49,tired
680,문득 새벽 복도에 축축한 머무는 창가의 잔빛,50,49,90,86,natural
681,가만히 비어 있는 자리과 메마른 하루이 작업실에 머무는 쌀쌀한 공기,216,56,37,41,lonely
682,평일 작은 방 따가운 신경 위로 축 처진 기운이 적시는는 느낌,45,51,47,31,tired
683,낮 방에 늘어진 하품이 깃드는 발자국,205,40,31,20,sleepy
684,안개 낀 새벽 가벼운 발걸음 사이로 나뭇결의 고요이 머무는다,64,55,82,77,natural
685,쌀쌀한 저녁 가벼운 발걸음 사이로 포근한 마음결이 맴도는다,44,94,70,65,warm
686,바람 부는 오후 따가운 신경 사이로 찌릿한 눈가이 적시는다,26,59,26,38,uncomfortable
687,주말 서재에 가라앉은 체력이 흘러가는 생각,13,44,43,34,tired
688,평일 거실에 유쾌한 웃음이 맴도는 생각,76,100,100,78,happy
689,오래도록 포근한 마음결과 감사한 마음이 복도에 감싸는 바람 부는 공기,40,82,89,62,warm
690,어느새 담백한 온기과 설레는 느낌이 방에 번지는 축축한 공기,28,91,90,62,warm
691,새벽 작업실 상쾌한 기분 위로 창가의 잔빛이 스며드는는 느낌,38,44,81,87,natural
692,저녁 복도에 느릿한 시간이 맴도는 손끝,49,49,41,53,calm
693,아련히 오후 작업실에 맑은 머무는 햇결 같은 평온,60,42,87,74,natural
694,오후 거실 거칠어진 감정 위로 말린 어깨이 번지는는 느낌,18,60,48,32,tired
695,주말 부엌 상쾌한 기분 위로 은은한 설렘이 맴도는는 느낌,267,92,89,60,romantic
696,낮 거실에 잔 떨림의 손끝이 번지는 시선,202,66,47,45,anxious
697,문득 팽팽한 의지과 잔잔한 안정감이 부엌에 머무는 쌀쌀한 공기,72,96,100,95,energetic
698,오래도록 잔 떨림의 손끝과 무거운 마음이 서재에 감싸는 맑은 공기,219,73,53,41,anxious
699,축축한 저녁 감사한 마음 사이로 누그러진 긴장이 따르는다,17,82,71,66,warm
700,쌀쌀한 낮 고요한 평온 사이로 선명한 생각이 번지는다,210,84,71,61,focused
701,평일 작은 방에 또렷한 시선이 머무는 리듬,197,73,78,60,focused
702,가만히 포개진 감사과 활기찬 리듬이 작업실에 깃드는 비 오는 공기,101,68,96,81,grateful
703,살며시 아침 방에 쌀쌀한 따르는 길어진 침묵,221,59,32,37,lonely
704,새벽 방에 또렷한 시선이 번지는 걸음,214,76,65,60,focused
705,흐린 낮 활기찬 리듬 사이로 모아지는 집중이 번지는다,200,82,70,60,focused
706,천천히 비어 있는 자리과 따가운 신경이 작업실에 흘러가는 비 오는 공기,231,57,28,35,lonely
707,천천히 선명한 생각과 활기찬 리듬이 거실에 적시는 비 오는 공기,210,75,79,77,focused
708,은근히 평일 부엌에 흐린 감싸는 누그러진 긴장,32,83,70,59,warm
709,문득 낮 작은 방에 축축한 맴도는 달콤한 온기,291,90,76,74,romantic
710,문득 포개진 감사과 설레는 느낌이 작업실에 스며드는 쌀쌀한 공기,110,70,96,90,grateful
711,비 오는 낮 무거운 마음 사이로 쫓기는 생각이 번지는다,215,70,64,45,anxious
712,은근히 평일 부엌에 비 오는 스며드는 찌릿한 눈가,9,48,35,32,uncomfortable
713,비 오는 저녁 따가운 신경 사이로 비어 있는 자리이 깃드는다,243,52,28,42,lonely
714,은근히 오후 부엌에 흐린 깃드는 속삭이는 밤,272,100,93,63,romantic
715,안개 낀 저녁 들뜬 마음 사이로 담백한 온기이 따르는다,33,86,76,64,warm
716,맑은 주말 고요한 평온 사이로 누그러진 긴장이 흘러가는다,31,95,80,59,warm
717,흐린 오후 고요한 평온 사이로 차분한 마음결이 스며드는다,23,53,48,54,calm
718,포근한 평일 상쾌한 기분 사이로 바람 결의 숨결이 번지는다,41,51,88,81,natural
719,오래도록 평일 방에 쌀쌀한 흘러가는 소소한 기쁨,57,99,88,91,happy
720,어느새 아침 작은 방에 안개 낀 흘러가는 포개진 졸음,216,34,26,34,sleepy
721,새벽 부엌 설레는 느낌 위로 도약하는 기분이 흘러가는는 느낌,87,98,98,95,energetic
722,쌀쌀한 낮 들뜬 마음 사이로 속삭이는 밤이 머무는다,273,100,75,65,romantic
723,축축한 주말 따가운 신경 사이로 좁아진 호흡이 따르는다,190,75,50,51,anxious
724,축축한 평일 상쾌한 기분 사이로 박차는 발걸음이 흘러가는다,87,98,100,93,energetic
725,평일 거실 설레는 느낌 위로 은은한 설렘이 맴도는는 느낌,274,90,94,65,romantic
726,평일 작은 방에 보랏빛 감성이 머무는 발자국,278,99,89,74,romantic
727,포근한 평일 설레는 느낌 사이로 가지런한 호흡이 따르는다,193,70,80,78,focused
728,아침 작은 방 잔잔한 안정감 위로 박차는 발걸음이 스며드는는 느낌,58,100,100,90,energetic
729,천천히 잦은 맥박과 쓸쓸한 생각이 방에 스며드는 포근한 공기,190,65,55,47,anxious
730,새벽 복도에 따스한 숨결이 깃드는 공기,34,93,75,66,warm
731,문득 거친 심장박동과 무거운 마음이 거실에 깃드는 비 오는 공기,348,99,74,85,angry
732,오후 거실에 포개진 졸음이 스며드는 리듬,218,34,20,37,sleepy
733,주말 복도 들뜬 마음 위로 속삭이는 밤이 번지는는 느낌,269,100,80,62,romantic
734,오래도록 오후 부엌에 쌀쌀한 감싸는 뜨거운 숨결,354,100,81,83,angry
735,밤 작업실 따가운 신경 위로 쫓기는 생각이 스며드는는 느낌,209,67,52,50,anxious
736,아침 복도에 또렷한 시선이 스며드는 맥박,195,70,66,65,focused
737,아침 작은 방 지친 기운 위로 비어 있는 자리이 흘러가는는 느낌,222,53,32,35,lonely
738,포근한 주말 감사한 마음 사이로 나뭇결의 고요이 번지는다,59,52,80,78,natural
739,가만히 늘어진 하품과 메마른 하루이 방에 깃드는 흐린 공기,230,29,18,25,sleepy
740,아련히 낮 방에 축축한 감싸는 촉촉한 눈가,240,65,47,33,sad
741,은근히 포개진 졸음과 무거운 마음이 복도에 따르는 바람 부는 공기,231,29,23,25,sleepy
742,낮 작은 방에 모아지는 집중이 맴도는 맥박,212,89,66,68,focused
743,새벽 서재 설레는 느낌 위로 은은한 설렘이 감싸는는 느낌,295,92,94,63,romantic
744,흐린 밤 들뜬 마음 사이로 누그러진 긴장이 번지는다,44,79,88,75,warm
745,아침 작업실에 환한 마음이 번지는 맥박,65,98,92,89,happy
746,저녁 작은 방에 잿빛 기분이 흘러가는 공기,222,62,39,26,sad
747,아침 부엌 지친 기운 위로 말린 어깨이 깃드는는 느낌,46,48,46,48,tired
748,천천히 고마운 하루과 가벼운 발걸음이 작은 방에 스며드는 쌀쌀한 공기,95,74,95,83,grateful
749,오후 작업실 활기찬 리듬 위로 소소한 기쁨이 스며드는는 느낌,45,81,89,76,happy
750,어느새 저녁 서재에 축축한 깃드는 찌릿한 눈가,13,58,31,42,uncomfortable
751,오래도록 충만한 미소과 활기찬 리듬이 복도에 따르는 맑은 공기,103,68,91,92,grateful
752,가만히 충만한 미소과 잔잔한 안정감이 거실에 맴도는 비 오는 공기,94,72,86,83,grateful
753,천천히 가라앉은 체력과 따가운 신경이 서재에 흘러가는 흐린 공기,41,43,36,45,tired
754,은근히 오후 부엌에 포근한 머무는 가지런한 호흡,201,83,72,72,focused
755,새벽 서재 활기찬 리듬 위로 팽팽한 의지이 스며드는는 느낌,61,100,99,99,energetic
756,낮 거실 상쾌한 기분 위로 잔잔한 파도이 적시는는 느낌,46,44,53,46,calm
757,천천히 잔잔한 파도과 들뜬 마음이 거실에 흘러가는 흐린 공기,40,66,58,49,calm
758,밤 작은 방에 좁아진 호흡이 따르는 시선,194,62,52,53,anxious
759,아침 거실에 낮게 깔린 생각이 감싸는 생각,226,52,34,27,sad
760,가만히 반짝이는 순간과 활기찬 리듬이 작업실에 따르는 쌀쌀한 공기,70,89,100,94,happy
761,가만히 주말 복도에 맑은 머무는 잦은 맥박,184,80,48,48,anxious
762,주말 거실에 달콤한 온기이 흘러가는 맥박,278,98,94,71,romantic
763,문득 아침 서재에 안개 낀 깃드는 좁아진 호흡,192,60,61,52,anxious
764,어느새 차분한 마음결과 설레는 느낌이 부엌에 머무는 안개 낀 공기,46,69,52,58,calm
765,조용히 새벽 서재에 안개 낀 번지는 좁아진 호흡,214,72,62,60,anxious
766,새벽 방에 탄력 있는 리듬이 깃드는 호흡,53,99,100,99,energetic
767,바람 부는 오후 울적한 기분 사이로 쫓기는 생각이 따르는다,187,79,63,55,anxious
768,오래도록 느려진 시간과 지친 기운이 복도에 맴도는 맑은 공기,222,30,31,31,sleepy
769,비 오는 평일 고요한 평온 사이로 햇결 같은 평온이 맴도는다,52,39,90,72,natural
770,밤 방에 길어진 침묵이 번지는 호흡,232,60,31,44,lonely
771,저녁 작은 방에 달콤한 온기이 번지는 호흡,281,99,83,66,romantic
772,아침 작업실에 박차는 발걸음이 따르는 생각,70,99,96,95,energetic
773,밤 작은 방에 묵직한 하루이 머무는 공기,19,54,47,39,tired
774,저녁 베란다에 탄력 있는 리듬이 머무는 발자국,53,100,98,94,energetic
775,평일 베란다 가벼운 발걸음 위로 포개진 감사이 머무는는 느낌,73,61,94,84,grateful
776,주말 부엌 가벼운 발걸음 위로 느릿한 시간이 스며드는는 느낌,46,42,49,57,calm
777,흐린 평일 감사한 마음 사이로 환한 마음이 따르는다,43,85,92,86,happy
778,천천히 서걱대는 마음과 메마른 하루이 복도에 따르는 바람 부는 공기,12,48,23,37,uncomfortable
779,아침 거실 활기찬 리듬 위로 가지런한 호흡이 번지는는 느낌,200,73,70,66,focused
780,아련히 달콤한 온기과 가벼운 발걸음이 방에 맴도는 축축한 공기,287,94,83,64,romantic
781,문득 새벽 작은 방에 안개 낀 맴도는 비어 있는 자리,226,62,33,35,lonely
782,오래도록 선명한 생각과 들뜬 마음이 방에 맴도는 포근한 공기,210,79,70,73,focused
783,오래도록 저녁 거실에 바람 부는 머무는 한기 어린 마음,236,66,27,44,lonely
784,천천히 평일 베란다에 맑은 맴도는 느릿한 시간,65,68,42,45,calm
785,축축한 낮 활기찬 리듬 사이로 고마운 하루이 번지는다,82,72,87,86,grateful
786,쌀쌀한 낮 활기찬 리듬 사이로 나뭇결의 고요이 흘러가는다,65,41,84,76,natural
787,밤 베란다 무거운 마음 위로 거친 심장박동이 깃드는는 느낌,350,95,71,81,angry
788,안개 낀 저녁 상쾌한 기분 사이로 속삭이는 밤이 스며드는다,289,90,78,70,romantic
789,흐린 낮 지친 기운 사이로 비어 있는 자리이 적시는다,220,56,37,45,lonely
790,비 오는 낮 울적한 기분 사이로 포개진 졸음이 스며드는다,198,26,17,36,sleepy
791,낮 부엌에 서걱대는 마음이 따르는 생각,8,54,35,28,uncomfortable
792,안개 낀 저녁 설레는 느낌 사이로 선명한 생각이 깃드는다,201,75,60,66,focused
793,새벽 부엌에 속삭이는 밤이 따르는 시선,278,100,76,77,romantic
794,어느새 주말 베란다에 바람 부는 맴도는 거친 심장박동,11,100,82,69,angry
795,아침 작업실 따가운 신경 위로 서걱대는 마음이 맴도는는 느낌,15,58,33,27,uncomfortable
796,아련히 주말 방에 축축한 따르는 묵직한 하루,11,49,44,48,tired
797,어느새 밤 베란다에 축축한 따르는 거슬리는 기분,25,57,21,43,uncomfortable
798,밤 작업실에 담백한 온기이 스며드는 호흡,17,80,76,74,warm
799,조용히 평일 복도에 포근한 머무는 홀로 선 그림자,227,56,41,39,lonely
800,오후 거실에 차분한 마음결이 머무는 시선,55,52,56,59,calm
801,쌀쌀한 아침 쓸쓸한 생각 사이로 낮게 깔린 생각이 적시는다,205,72,43,42,sad
802,아침 부엌에 한기 어린 마음이 머무는 호흡,217,62,40,31,lonely
803,은근히 밤 작업실에 쌀쌀한 흘러가는 도약하는 기분,62,100,99,98,energetic
804,가만히 팽팽한 의지과 가벼운 발걸음이 방에 적시는 바람 부는 공기,51,95,100,94,energetic
805,쌀쌀한 주말 활기찬 리듬 사이로 충만한 미소이 흘러가는다,82,65,95,82,grateful
806,흐린 저녁 쓸쓸한 생각 사이로 거슬리는 기분이 머무는다,29,54,37,45,uncomfortable
807,어느새 새벽 복도에 맑은 맴도는 달콤한 온기,285,97,95,79,romantic
808,저녁 복도에 쫓기는 생각이 깃드는 발자국,220,75,63,45,anxious
809,은근히 바람 결의 숨결과 잔잔한 안정감이 작은 방에 스며드는 바람 부는 공기,46,52,84,86,natural
810,평일 작업실에 찌릿한 눈가이 흘러가는 시선,24,59,27,43,uncomfortable
811,아침 작은 방 울적한 기분 위로 거친 심장박동이 감싸는는 느낌,3,100,80,76,angry
812,살며시 새벽 서재에 안개 낀 머무는 비어 있는 자리,216,68,26,45,lonely
813,문득 찌릿한 눈가과 거칠어진 감정이 베란다에 스며드는 쌀쌀한 공기,4,52,35,27,uncomfortable
814,가만히 밤 방에 쌀쌀한 깃드는 가라앉은 체력,38,41,46,34,tired
815,평일 부엌 들뜬 마음 위로 고요한 호흡이 머무는는 느낌,31,57,60,60,calm
816,어느새 새벽 복도에 맑은 머무는 좁아진 호흡,198,65,51,51,anxious
817,가만히 거친 심장박동과 따가운 신경이 거실에 맴도는 포근한 공기,360,100,76,69,angry
818,축축한 저녁 거칠어진 감정 사이로 잔 떨림의 손끝이 맴도는다,183,66,47,41,anxious
819,안개 낀 새벽 무거운 마음 사이로 묵직한 하루이 맴도는다,28,50,48,42,tired
820,살며시 나뭇결의 고요과 설레는 느낌이 거실에 흘러가는 쌀쌀한 공기,32,37,93,75,natural
821,밤 베란다에 말린 어깨이 흘러가는 맥박,14,49,36,49,tired
822,살며시 낮 부엌에 비 오는 흘러가는 햇결 같은 평온,66,49,86,84,natural
823,밤 부엌 고요한 평온 위로 차분한 마음결이 흘러가는는 느낌,37,61,43,64,calm
824,낮 베란다 거칠어진 감정 위로 잦은 맥박이 스며드는는 느낌,212,74,65,57,anxious
825,천천히 도약하는 기분과 활기찬 리듬이 방에 따르는 흐린 공기,74,95,100,91,energetic
826,은근히 평일 부엌에 축축한 맴도는 고요한 호흡,50,61,57,48,calm
827,저녁 방에 한기 어린 마음이 깃드는 시선,220,58,30,25,lonely
828,살며시 아침 부엌에 바람 부는 감싸는 거슬리는 기분,6,42,22,43,uncomfortable
829,밤 복도 따가운 신경 위로 가라앉은 체력이 적시는는 느낌,37,60,36,34,tired
830,새벽 거실에 길어진 침묵이 깃드는 생각,239,64,36,30,lonely
831,밤 부엌에 포개진 감사이 번지는 발자국,97,60,85,78,grateful
832,살며시 가라앉은 표정과 무거운 마음이 베란다에 흘러가는 축축한 공기,227,52,44,31,sad
833,새벽 부엌 설레는 느낌 위로 탄력 있는 리듬이 머무는는 느낌,87,100,95,95,energetic
834,은근히 새벽 서재에 쌀쌀한 적시는 보랏빛 감성,273,96,93,63,romantic
835,문득 뜨거운 숨결과 지친 기운이 복도에 깃드는 축축한 공기,1,100,80,69,angry
836,어느새 주말 방에 바람 부는 감싸는 홀로 선 그림자,215,65,29,29,lonely
837,은근히 늘어진 하품과 쓸쓸한 생각이 베란다에 적시는 축축한 공기,191,26,19,25,sleepy
838,아련히 창가의 잔빛과 들뜬 마음이 방에 깃드는 바람 부는 공기,47,42,81,88,natural
839,맑은 오후 들뜬 마음 사이로 소소한 기쁨이 적시는다,68,82,94,91,happy
840,문득 거친 심장박동과 지친 기운이 부엌에 머무는 축축한 공기,354,95,88,69,angry
841,새벽 부엌 메마른 하루 위로 홀로 선 그림자이 스며드는는 느낌,246,64,40,32,lonely
842,어느새 밤 서재에 비 오는 번지는 가라앉은 표정,226,51,45,45,sad
843,어느새 한기 어린 마음과 울적한 기분이 베란다에 감싸는 쌀쌀한 공기,245,52,35,27,lonely
844,낮 작은 방에 비어 있는 자리이 따르는 호흡,241,56,30,29,lonely
845,저녁 작은 방에 말린 어깨이 흘러가는 발자국,30,58,39,43,tired
846,평일 작업실 지친 기운 위로 쫓기는 생각이 번지는는 느낌,180,63,53,56,anxious
847,어느새 반짝이는 순간과 상쾌한 기분이 거실에 흘러가는 쌀쌀한 공기,45,87,92,94,happy
848,살며시 새벽 복도에 비 오는 머무는 비어 있는 자리,213,55,45,29,lonely
849,축축한 새벽 쓸쓸한 생각 사이로 묵직한 하루이 흘러가는다,39,44,42,38,tired
850,은근히 밤 부엌에 포근한 흘러가는 포개진 졸음,230,41,33,30,sleepy
851,새벽 작은 방 거칠어진 감정 위로 거친 심장박동이 흘러가는는 느낌,349,98,81,85,angry
852,은근히 새벽 부엌에 흐린 번지는 말린 어깨,12,54,44,35,tired
853,은근히 따스한 숨결과 상쾌한 기분이 거실에 적시는 흐린 공기,41,75,87,66,warm
854,저녁 방에 뜨거운 숨결이 맴도는 리듬,1,100,72,82,angry
855,주말 복도 무거운 마음 위로 잿빛 기분이 감싸는는 느낌,235,50,37,46,sad
856,축축한 주말 활기찬 리듬 사이로 포개진 감사이 맴도는다,91,70,90,91,grateful
857,오후 작업실 활기찬 리듬 위로 고요한 호흡이 흘러가는는 느낌,42,62,57,56,calm
858,은근히 밤 거실에 축축한 흘러가는 도약하는 기분,85,98,100,95,energetic
859,은근히 오후 거실에 흐린 번지는 햇결 같은 평온,47,53,92,80,natural
860,어느새 밤 복도에 바람 부는 스며드는 쫓기는 생각,195,66,48,56,anxious
861,가만히 아침 작은 방에 쌀쌀한 깃드는 포개진 감사,99,77,96,89,grateful
862,천천히 팽팽한 의지과 들뜬 마음이 베란다에 감싸는 비 오는 공기,76,100,99,95,energetic
863,어느새 또렷한 시선과 고요한 평온이 작업실에 스며드는 흐린 공기,212,89,65,76,focused
864,오래도록 거슬리는 기분과 울적한 기분이 작업실에 맴도는 맑은 공기,17,60,23,42,uncomfortable
865,주말 작은 방 따가운 신경 위로 쫓기는 생각이 스며드는는 느낌,192,66,63,48,anxious
866,축축한 오후 들뜬 마음 사이로 포근한 마음결이 번지는다,29,85,80,55,warm
867,가만히 선명한 생각과 가벼운 발걸음이 베란다에 머무는 쌀쌀한 공기,211,81,69,76,focused
868,저녁 거실에 좁아진 호흡이 맴도는 손끝,181,71,52,55,anxious
869,평일 거실 감사한 마음 위로 포근한 마음결이 감싸는는 느낌,40,95,90,74,warm
870,은근히 평일 작업실에 바람 부는 머무는 고요한 호흡,42,63,41,60,calm
871,문득 나뭇결의 고요과 활기찬 리듬이 거실에 따르는 포근한 공기,65,55,84,72,natural
872,오후 부엌에 누그러진 긴장이 적시는 생각,31,82,85,74,warm
873,가만히 오후 거실에 흐린 스며드는 묵직한 하루,11,58,41,33,tired
874,새벽 복도 들뜬 마음 위로 반짝이는 순간이 스며드는는 느낌,53,85,97,85,happy
875,천천히 오후 베란다에 흐린 감싸는 소소한 기쁨,73,93,94,82,happy
876,축축한 새벽 들뜬 마음 사이로 포근한 마음결이 흘러가는다,36,83,73,55,warm
877,가만히 모아지는 집중과 가벼운 발걸음이 부엌에 번지는 비 오는 공기,199,83,61,69,focused
878,어느새 충만한 미소과 들뜬 마음이 부엌에 깃드는 안개 낀 공기,90,72,84,81,grateful
879,저녁 베란다 따가운 신경 위로 축 처진 기운이 깃드는는 느낌,17,52,37,31,tired
880,새벽 작업실 고요한 평온 위로 창가의 잔빛이 스며드는는 느낌,30,44,82,79,natural
881,비 오는 밤 울적한 기분 사이로 서걱대는 마음이 적시는다,359,43,26,26,uncomfortable
882,아침 복도 지친 기운 위로 느려진 시간이 스며드는는 느낌,195,25,26,35,sleepy
883,낮 서재에 또렷한 시선이 번지는 생각,188,87,74,80,focused
884,저녁 베란다에 비어 있는 자리이 감싸는 손끝,234,64,27,34,lonely
885,흐린 저녁 가벼운 발걸음 사이로 따뜻한 배려의 흔적이 깃드는다,99,74,90,83,grateful
886,오래도록 선명한 생각과 들뜬 마음이 부엌에 따르는 포근한 공기,190,71,76,79,focused
887,평일 서재 울적한 기분 위로 잔 떨림의 손끝이 따르는는 느낌,187,72,54,59,anxious
